Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,187858566511.846,188413776254.585,201307886826.394,208604535834.846,225866360770.063,245388204759.343,252114551476.487,265426236973.72,282456340115.019,300616726669.141,319699562077.53,333500929363.726,345286433626.153,364084597579.961,376604439577.563,376612079784.924,393395080011.076,403310368736.959,414184611625.892,422526977975.604,428196927544.458,424841526659.619,419570276663.826,428255205399.152,441367005264.723,452755067627.553,465373242048.681,474360755947.18,490684547885.022,512373383969.341,533807104249.637,546827377511.635,556156640334.248,563150600476.731,579826010155.08,597893597209.398,618812352918.413,645601069599.049,675711369178.015,709727004581.33,739504612180.385,756712552668.906,758356688950.764,759537041190.258,774613439052.4,790499800743.036,817858911939.74,848715440598.863,867135322174.585,835338475726.265,846554894931.084,859686563415.02,850828748549.33,849721180188.272,861816072387.648,878700511739.773,897959111458.476,924097826309.808,948100838782.427
Netherlands,NLD,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,25129.4661906417,25700.3229898997,26427.6414796239,27759.7701551334,28393.4068059033,27677.1003634386,28885.2555053358,29387.1584133371,29830.7479160721,30554.0742269091,30534.9268775309,29917.0017963817,29408.3451101428,30020.1886180243,30908.4396005301,31224.0233210908,31943.6021844835,32656.309968086,33467.4807071948,34815.6179947068,35619.5214910025,36321.4467396766,36554.2945713794,36966.6373539684,38032.0266041344,39266.7073489105,40511.3646796989,41766.4277838819,42891.125385567,45500.2099907264,47270.5888360193,46934.3657568123,46833.0457374897,47314.3365850765,47846.279208268,47762.2603001483,50425.80644068,51784.8145492989,51230.4215060014,50034.0181489772,51099.5715907218,52215.2230426912,51645.0126436783,51246.5094019709,50975.4919152604,51911.3877623942,51946.7137968857,54349.1260049469,55568.0741015104
Netherlands,NLD,"Population, total",SP.POP.TOTL,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231017
New Caledonia,NCL,Net migration,SM.POP.NETM,..,..,3347,..,..,..,..,1406,..,..,..,..,8190,..,..,..,..,30,..,..,..,..,-3292,..,..,..,..,-488,..,..,..,..,6328,..,..,..,..,7075,..,..,..,..,4000,..,..,..,..,1705,..,..,..,..,3003,..,..,..,..,2510,..
New Caledonia,NCL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,79000,81200,83400,85700,88100,90500,93500,96500,99500,104000,112000,120000,125500,128500,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550,280350,284060
New Zealand,NZL,Net migration,SM.POP.NETM,..,..,54391,..,..,..,..,-2624,..,..,..,..,76678,..,..,..,..,-74794,..,..,..,..,-2908,..,..,..,..,-9418,..,..,..,..,118016,..,..,..,..,42584,..,..,..,..,134629,..,..,..,..,62413,..,..,..,..,90895,..,..,..,..,74403,..
New Zealand,NZL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,56419185642.354,58554910352.1139,61552399378.2058,66353658008.6671,70330524699.7241,69112623050.6777,69754549535.594,67008774786.3791,67221321774.4381,68695030268.3559,69577174495.987,72816657790.2601,73493686755.2983,76059113774.7197,79705111659.3906,80992284204.381,82894059292.5485,83698913719.4408,83402388449.7782,83536902392.4971,83664727854.3511,82752113624.3634,83658039301.4315,89005156119.0116,93560795615.5385,97978948407.1053,101526847731.787,103601781735.097,104422242785.469,110119393224.013,113316515755.184,117247891393.373,122735467606.099,128336005757.693,133512936422.371,137947438937.909,141870639750.14,146145360528.428,144670908861.964,144361749659.009,146583831538.331,150005391746.251,153344460017.662,157293671796.97,163137970111.525,168985984360.869,175146873603.846,180626274918.56,185649634531.9
New Zealand,NZL,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,20285.6691251527,20859.1450562045,22066.071774,22969.4934403119,21971.1057775536,21780.9760433469,20888.9318902739,20873.4010720092,21576.803547014,21837.9061784023,22744.4408749402,22657.792390376,22898.664556666,23527.7042008825,23651.7352456089,24359.255400738,24289.7340766607,24325.7139446675,24234.6423656665,24135.7584517258,22184.2000631094,22249.588833482,23226.0411069092,24184.8920082825,25097.1567456171,25299.3731683739,25834.1965265895,26188.6061427537,27091.1908492121,27808.9797412918,28762.5466672823,29602.9628473291,30410.6685627506,30884.4586103351,31289.3750709476,31720.7672901054,32159.6856736421,31551.9152317183,32198.9183754976,32017.9130735123,32654.7560213574,33342.9995331768,33980.2158950076,34682.4990143978,35507.7905347681,36087.8650428256,36223.899061551,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200,4793900,4885500
Nicaragua,NIC,Net migration,SM.POP.NETM,..,..,-14020,..,..,..,..,-19010,..,..,..,..,-37980,..,..,..,..,-58030,..,..,..,..,-110020,..,..,..,..,-150030,..,..,..,..,-120040,..,..,..,..,-145020,..,..,..,..,-174010,..,..,..,..,-155010,..,..,..,..,-135020,..,..,..,..,-106360,..
Nicaragua,NIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2669687124.15621,2869853414.2447,3182403361.99882,3528186738.81146,3940930924.5486,4316310736.1359,4458798040.88627,4769554586.78028,4833607799.60859,5135113942.19366,5204634480.22698,5376634976.48683,5496035140.20563,5848716483.1693,6678791189.05729,6668556148.98157,7015951547.19724,7603080086.62963,7007089816.29627,5151697298.26571,5389279785.49177,5678322499.52893,5631966837.00876,5891781385.96892,5799510556.32426,5562783148.39566,5506192445.79977,5467299293.51203,4786630261.23572,4703428272.36389,4700958985.64992,4692060940.17138,4710188558.99628,4691680531.56549,4848275976.28737,5134901587.52047,5460673523.00359,5677279377.28282,5888001903.50711,6302279984.75178,6560773680.1187,6755027924.71259,6805956707.58031,6977516697.37699,7348174282.88188,7662852374.34056,7981019307.60974,8386163942.29644,8674288797.14942,8388673512.16763,8758622328.66962,9311876958.36283,9916789200.31374,10405398732.2837,10903344947.3144,11425862419.8199,11947241360.881,12505831688.9364,12028645397.49
Nicaragua,NIC,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,917.386711197728,992.105913435717,1055.84532920143,1098.0291268207,1145.91017463405,1207.44214659339,1240.06445198362,1250.46796347215,1250.28511494597,1268.0614093833,1323.9919681672,1376.08043320926,1403.08255439361,1462.44321107575,1491.95415123359,1414.6391737632,1460.99370933071,1533.61067256766,1608.5137308748,1666.26707785969,1728.45002332682,1784.28885821334,1841.42493785296,1904.17220806157,1815.0894137525
Nicaragua,NIC,"Population, total",SP.POP.TOTL,1773129,1829778,1887425,1946234,2006481,2068381,2131976,2197298,2264623,2334279,2406513,2481341,2558699,2638699,2721415,2806857,2894972,2985489,3077866,3171408,3265519,3360140,3455123,3549711,3642976,3734341,3823130,3909671,3995533,4082958,4173434,4267568,4364512,4462497,4559006,4652185,4741578,4827661,4910647,4991040,5069302,5145366,5219328,5292118,5364935,5438690,5513763,5590055,5667432,5745526,5824065,5903039,5982526,6062454,6142733,6223240,6303974,6384855,6465513
Niger,NER,Net migration,SM.POP.NETM,..,..,-11545,..,..,..,..,-11545,..,..,..,..,-13763,..,..,..,..,-18138,..,..,..,..,-92946,..,..,..,..,-77917,..,..,..,..,-2679,..,..,..,..,-9944,..,..,..,..,-9497,..,..,..,..,-20001,..,..,..,..,18911,..,..,..,..,20001,..
Niger,NER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2074911282.35302,2169244904.40747,2392215373.12118,2617758924.35145,2621189232.75601,2802569284.48091,2791849535.48439,2795279843.88894,2805999592.88547,2652063975.73311,2733105187.70559,2888326994.84144,2739108157.1956,2272156404.99874,2471543538.41681,2402508546.54281,2418802441.24649,2606612318.90816,2957791091.61675,3169184304.57407,3098434017.81526,3117300854.72286,3167897833.47211,3017392805.84278,2509705754.64979,2703518882.91994,2875463408.54231,2877607246.09151,3076136872.50311,3104865811.08812,3064988299.97033,3141741837.33761,2937011970.98976,2979582134.91216,3098901340.03253,3179651143.12145,3288366375.9136,3378926855.4813,3731087482.7722,3709866611.84474,3657575695.07661,3917422330.59904,4034910606.94488,4248760869.0449,4253009629.94945,4444395063.27005,4702169977.00777,4850127065.45497,5315142490.90555,5277262670.01029,5718664504.91341,5849222100.90347,6542344343.39466,6887022187.41487,7405549054.04187,7726733075.81855,8107346610.48431,8504074484.3097,8943964597.41412
Niger,NER,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,332.526964187103,330.200973386632,347.321408463548,330.92117289294,344.669589114553,339.016977630082,360.436512764223,363.149496646843,377.792676708254,378.10484722529,381.334203905111,385.090604147641,..
Niger,NER,"Population, total",SP.POP.TOTL,3388764,3486326,3588228,3693980,3802803,3914117,4027963,4144592,4263927,4385927,4510644,4637988,4768227,4902151,5040798,5184941,5335085,5491153,5652652,5818763,5989004,6163705,6343523,6528641,6719309,6915997,7118883,7328943,7548433,7780245,8026591,8288735,8566770,8860287,9168312,9490288,9826598,10178201,10545716,10929918,11331557,11751365,12189983,12647984,13125916,13624467,14143971,14685399,15250908,15843133,16464025,17114761,17795191,18504255,19240157,20001663,20788838,21602472,22442948
Nigeria,NGA,Net migration,SM.POP.NETM,..,..,1021,..,..,..,..,-43347,..,..,..,..,-38526,..,..,..,..,820713,..,..,..,..,-677063,..,..,..,..,-91407,..,..,..,..,-95769,..,..,..,..,-95027,..,..,..,..,-170000,..,..,..,..,-300000,..,..,..,..,-300000,..,..,..,..,-300000,..
Nigeria,NGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,61730557914.0181,61848954339.7255,64386612352.7405,69910094462.2709,73370985760.2163,76955141420.1779,73684152215.8791,62083593244.3189,61308566346.9623,76143635539.5481,95185058689.7191,108737061460.788,112395261132.33,118456468360.526,131677009276.205,124793267638.563,136077513834.133,144274983629.674,135958745052.508,145148782524.212,151252043595.886,131395856081.392,122456485105.781,109079234538.285,107862321271.765,114240249952.315,114309873981.56,117967933370.303,126619731671.85,129050047119.422,144248123964.32,144765040873.465,151469389236.051,148386807256.251,145693698761.128,145587830774.861,151696585573.328,156152065107.986,160182746695.232,161118417199.164,169200011887.716,179212735021.757,206684534275.905,221870049982.701,242394268147.946,258000863158.525,273634239781.634,291669829237.249,311399755437.198,336426720549.176,363359886203.409,382646753549.615,398832945309.319,425440428748.22,452284522849.938,464282244063.793,456775408619.543,460456500518.969,469376777269.159
Nigeria,NGA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1721.94344443542,1568.29110782236,1363.62676082415,1311.5945920112,1349.61964760664,1306.13727744804,1302.86272140312,1392.15067102732,1346.32890248265,1457.89261286543,1428.66805352129,1443.93603648845,1355.53377258375,1317.6623541344,1299.75413868662,1323.15503781765,1333.30307730873,1328.80934144068,1326.91556694038,1279.85387720433,1362.48987925604,1530.24363964208,1583.37059878003,1673.89361716015,1728.33477317968,1885.51506109479,1903.69321577323,1980.10900284289,2069.61839112517,2169.32871437713,2228.54740925673,2270.5645151557,2362.30920504433,2486.49404170419,2507.34864844269,2414.98339960695,2354.66768825245,..
Nigeria,NGA,"Population, total",SP.POP.TOTL,45138458,46063563,47029822,48032934,49066760,50127921,51217973,52342233,53506196,54717039,55982144,57296983,58665808,60114625,61677177,63374298,65221378,67203128,69271917,71361131,73423633,75440502,77427546,79414840,81448755,83562785,85766399,88048032,90395271,92788027,95212450,97667632,100161710,102700753,105293700,107948335,110668794,113457663,116319759,119260063,122283850,125394046,128596076,131900631,135320422,138865016,142538308,146339977,150269623,154324933,158503197,162805071,167228767,171765769,176404902,181137448,185960289,190873311,195874740
North Macedonia,MKD,Net migration,SM.POP.NETM,..,..,-40940,..,..,..,..,-28981,..,..,..,..,-61002,..,..,..,..,-14749,..,..,..,..,-72752,..,..,..,..,-98818,..,..,..,..,-100107,..,..,..,..,-4999,..,..,..,..,-14572,..,..,..,..,-7399,..,..,..,..,-8853,..,..,..,..,-4999,..
North Macedonia,MKD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7693258824.17647,7218525697.65263,6744615144.06165,6240841539.55727,6131117174.18218,6062771913.08115,6134622058.78804,6222959471.505,6433216821.47849,6712355895.07113,7017710078.96866,6802458901.68212,6904064881.54553,7057514742.02549,7387414384.86513,7736376122.17433,8133795710.16142,8660335906.47652,9134229607.6711,9101472903.22735,9407168702.4313,9627285730.14823,9583392749.46174,9863680783.27402,10221697015.4563,10615805818.6144,10918190832.9895,10944451376.2916,11236076339.9726
North Macedonia,MKD,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3813.00422559686,3601.96651222995,3308.26250329061,3083.97398198299,3053.97088037203,3030.04831085975,3048.29932386747,3068.27409703684,3151.51687272759,3252.57630894312,3385.50929120161,3304.88842054889,3331.04513920104,3395.14248737601,3568.46789300819,3688.73193713855,3925.95846901301,3996.60651886745,4365.62611093327,4367.28645408997,4479.59675975779,4564.65389131344,4521.24278477004,4638.60855299603,4825.90844223737,4938.6170423275,5024.24434353896,5031.52853047154,5152.94141921459
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1488667,1507654,1527111,1547450,1569142,1592433,1617795,1644943,1672399,1698144,1720800,1739521,1754956,1768991,1784398,1803010,1825552,1851069,1877688,1902719,1924197,1941530,1955243,1965895,1974415,1981534,1987538,1992274,1995513,1996870,1996228,1993302,1988659,1984028,1981703,1983252,1989443,1999598,2012057,2024394,2034819,2042842,2048928,2053426,2057048,2060273,2063131,2065426,2067313,2069039,2070741,2072487,2074278,2076067,2077775,2079328,2080745,2081996,2082958
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1456241935.48387,1462189826.30273,1416589330.02481,1237161290.32258,1151908188.58561,1074585607.94045,955627791.563275,788095533.498759,799000000,737538461.538462,741503722.084367,759347394.540943,788095533.498759,814861042.183623,1044846153.84615,1307544665.01241,..
Northern Mariana Islands,MNP,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,9979,10245,10436,10590,10783,11022,11344,11721,12140,12574,12994,13429,13882,14325,14677,14924,15026,15048,15170,15638,16633,18158,20167,22622,25500,28720,32370,36377,40288,43540,45752,46666,46476,45758,45364,45870,47521,50056,52997,55636,57453,58321,58420,57947,57246,56542,55882,55219,54625,54193,53971,54012,54311,54784,55305,55780,56188,56562,56882
Norway,NOR,Net migration,SM.POP.NETM,..,..,-2274,..,..,..,..,4178,..,..,..,..,15870,..,..,..,..,20728,..,..,..,..,24805,..,..,..,..,38715,..,..,..,..,46903,..,..,..,..,58773,..,..,..,..,67400,..,..,..,..,163433,..,..,..,..,221814,..,..,..,..,140000,..
Norway,NOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,83025868628.9485,88234359928.4725,90717226410.1182,94150912514.0429,98867544631.7181,104093296271.662,108034802732.448,114793545345.75,117387736584.964,122675598014.629,125059553530.953,132153494145.871,139198065589.411,145507858965.945,151216171096.098,158704448090.445,167949856693.782,174937653561.285,181706786074.728,189651933743.279,198308820521.164,201478322266.648,201952472146.698,209975581993.658,222684238990.762,235050602978.078,244552114231.352,248840033746.036,248204611178.822,250781682685.785,255627885399.145,263513172938.094,272932196509.031,280697969474.7,294888524869.709,307138048448.917,322580935541.155,339628115455.673,348541516288.432,355558728972.839,366955399845.581,374607623675.72,379993390464.635,383488728840.48,398671193464.773,409135198146.973,418934364461.602,431439784971.736,433513907905.694,426183200887.908,429130952709.224,433301826113.332,445094684704.26,449743204980.008,458626161483.524,467661339633.255,473214138828.071,482585850268.854,489564184707.018
Norway,NOR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43589.3631909454,45140.2418577723,47211.7090780632,47794.0850195638,47661.3842325749,49527.1660115991,52510.8186817577,55730.0147827646,57923.5722100868,58750.828549756,57803.5258082065,58028.1206324413,58858.7197785021,60218.9638295915,62601.7290668268,63916.691044118,67102.7028772236,69782.4775711532,72951.0107681146,76439.6192233798,77953.9810990542,79141.8754476419,80708.421154311,83058.5700029754,83954.4385654884,84459.7354119453,86969.1514979437,89431.8253276783,89951.7782470277,91331.8386554524,90480.4110362196,88737.910805937,88706.5321135323,88332.6561496595,89450.8921420745,89521.3561744991,92147.4399310578,93760.8132945426,93989.1696600416,95092.0175920535,95837.8137008515
Norway,NOR,"Population, total",SP.POP.TOTL,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5314336
Oman,OMN,Net migration,SM.POP.NETM,..,..,-10000,..,..,..,..,-5000,..,..,..,..,25470,..,..,..,..,76409,..,..,..,..,81500,..,..,..,..,11169,..,..,..,..,104700,..,..,..,..,-193372,..,..,..,..,15000,..,..,..,..,267000,..,..,..,..,885782,..,..,..,..,437000,..
Oman,OMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,1469060078.02341,1545516775.03251,2568943823.14695,4672595318.59558,5871871521.45644,6687773732.11964,6747844993.49805,7410835890.76723,6354639271.78154,7085346944.08323,8816545383.61509,10627474642.3927,10734516514.9545,10338033810.143,10785850715.2146,11436824707.4122,13386469180.7542,14935261898.5696,17424472821.8466,20336379973.9922,23184936801.0403,23649136280.8843,22835420546.1639,24197331339.4018,27042178153.446,27006908192.4577,28647328998.6996,31057681924.5774,32934485305.5917,34210951625.4876,35920411183.355,37014525357.6073,39247801300.3901,40284860858.2575,40234582574.7724,42407802340.7022,44308712613.7841,43821066319.896,42651495448.6346,43202600780.2341,44278543563.0689,46657217165.1496,48734720416.1248,52730819245.7737,55953966189.8569,58642392717.8153,57992197659.2978,63404421326.3979,66176853055.9168,67997399219.7659,71221326397.9194,74768270221.0663,74074382054.6164,75648564369.3108
Oman,OMN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18239.1197820114,18881.6818953002,18143.137960731,17526.169568222,17417.7091138862,17121.6911359312,16343.7310605502,17934.8970252161,18260.8386036883,18392.9958794235,18103.4168304291,16602.2950646556,16874.8374087105,16789.6351399344,15880.6240785387,16370.4086177307,16466.6361046797,15755.5643800167,..
Oman,OMN,"Population, total",SP.POP.TOTL,551740,564893,578823,593504,608889,625009,642001,660114,679595,700729,723851,748968,776380,806986,841950,882047,927436,977804,1032799,1091852,1154377,1220585,1290111,1361087,1431070,1498418,1561185,1619863,1678110,1741156,1812161,1893768,1983275,2072104,2148419,2204277,2236654,2249762,2251864,2254904,2267973,2294962,2334858,2386166,2445517,2511251,2580758,2657158,2750963,2876186,3041434,3251108,3498029,3764805,4027260,4267348,4479219,4665935,4829483
Pakistan,PAK,Net migration,SM.POP.NETM,..,..,-93268,..,..,..,..,-209978,..,..,..,..,-138106,..,..,..,..,672203,..,..,..,..,1387118,..,..,..,..,139790,..,..,..,..,-1023387,..,..,..,..,470909,..,..,..,..,-650182,..,..,..,..,-339805,..,..,..,..,-1079167,..,..,..,..,-1166895,..
Pakistan,PAK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13684036857.0643,14503347547.8401,15153512114.6599,16470175251.4007,17716927569.3664,19562919065.2398,20695602650.0708,21813291973.8586,23391095573.3437,24679453640.8837,27481425962.2594,27610141417.4042,27834724076.0078,29801042428.5883,30856056462.9726,32155533248.1105,33813533506.0111,35148389789.1423,37977319757.9899,39404672851.7496,43430137607.1392,46870136125.9938,49934265088.366,53318998496.708,56019715396.9644,60272796443.8186,63588796957.6813,67691764262.6561,72853449998.507,76466812750.0364,79876151981.2353,83919137533.8289,90385860526.2192,91974615908.344,95412089507.6067,100147018591.748,105000725251.045,106065848422.857,108770776064.232,112751930854.755,117555262343.91,119885776649.102,123751409564.262,129748800033.821,139309432952.151,149990711055.44,159256450281.251,166953023525.452,169793571392.451,174601545521.839,177406854514.885,182282709027.43,188675424552.08,196970457770.58,206178251481.055,215932848620.679,227866886765.975,240856714914.19,253935260513.493
